technology,region,energy_system_scenario,freight_demand_scenario,year,number_of_locomotives,number_of_powertrains,number_of_tender_cars,number_of_freight_cars,cost_per_locomotive ($),cost_per_powertrain ($),cost_per_tender_car ($),cost_per_freight_car ($),train_O&M_cost ($/year)
diesel,north_west,net_zero_2050,decrease_agricultual_production,2040,2612,2612,0,219367,3500000,320000,0,125000,6500000000
diesel,south_west,net_zero_2050,decrease_agricultual_production,2040,3259,3259,0,197615,3500000,320000,0,125000,6500000000
diesel,california,net_zero_2050,decrease_agricultual_production,2040,2554,2554,0,164949,3500000,320000,0,125000,6500000000
diesel,north_east,net_zero_2050,population_shift,2040,2888,2888,0,156329,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,net_zero_2050,population_shift,2040,2839,2839,0,161664,3500000,320000,0,125000,6500000000
diesel,south_east,net_zero_2050,population_shift,2040,3247,3247,0,193161,3500000,320000,0,125000,6500000000
diesel,north_central,net_zero_2050,population_shift,2040,2428,2428,0,216354,3500000,320000,0,125000,6500000000
diesel,central,net_zero_2050,population_shift,2040,2930,2930,0,163401,3500000,320000,0,125000,6500000000
diesel,texas,net_zero_2050,population_shift,2040,2307,2307,0,173571,3500000,320000,0,125000,6500000000
diesel,north_west,net_zero_2050,population_shift,2040,2620,2620,0,156554,3500000,320000,0,125000,6500000000
diesel,south_west,net_zero_2050,population_shift,2040,2537,2537,0,192058,3500000,320000,0,125000,6500000000
diesel,california,net_zero_2050,population_shift,2040,2330,2330,0,218113,3500000,320000,0,125000,6500000000
diesel,north_east,net_zero_2050,increase_maritime,2040,2519,2519,0,205432,3500000,320000,0,125000,6500000000
diesel,middle_atlantic,net_zero_2050,increase_maritime,2040,2843,2843,0,172812,3500000,320000,0,125000,6500000000
diesel,south_east,net_zero_2050,increase_maritime,2040,2462,2462,0,209707,3500000,320000,0,125000,6500000000
diesel,north_central,net_zero_2050,increase_maritime,2040,2509,2509,0,187026,3500000,320000,0,125000,6500000000
diesel,central,net_zero_2050,increase_maritime,2040,2878,2878,0,170034,3500000,320000,0,125000,6500000000
diesel,texas,net_zero_2050,increase_maritime,2040,2635,2635,0,204363,3500000,320000,0,125000,6500000000
diesel,north_west,net_zero_2050,increase_maritime,2040,2632,2632,0,205739,3500000,320000,0,125000,6500000000
diesel,south_west,net_zero_2050,increase_maritime,2040,3117,3117,0,218244,3500000,320000,0,125000,6500000000
diesel,california,net_zero_2050,increase_maritime,2040,2587,2587,0,188714,3500000,320000,0,125000,6500000000
biodiesel,north_east,business_as_usual,business_as_usual,2040,2887,2887,0,149130,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,business_as_usual,business_as_usual,2040,3105,3105,0,162124,3500000,320000,0,125000,6500000000
biodiesel,south_east,business_as_usual,business_as_usual,2040,2210,2210,0,196243,3500000,320000,0,125000,6500000000
biodiesel,north_central,business_as_usual,business_as_usual,2040,3242,3242,0,212668,3500000,320000,0,125000,6500000000
biodiesel,central,business_as_usual,business_as_usual,2040,2519,2519,0,217130,3500000,320000,0,125000,6500000000
biodiesel,texas,business_as_usual,business_as_usual,2040,2359,2359,0,180046,3500000,320000,0,125000,6500000000
biodiesel,north_west,business_as_usual,business_as_usual,2040,2581,2581,0,196234,3500000,320000,0,125000,6500000000
biodiesel,south_west,business_as_usual,business_as_usual,2040,2810,2810,0,221018,3500000,320000,0,125000,6500000000
biodiesel,california,business_as_usual,business_as_usual,2040,2698,2698,0,218889,3500000,320000,0,125000,6500000000
biodiesel,north_east,business_as_usual,agricultual_production_shift,2040,3253,3253,0,193144,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,business_as_usual,agricultual_production_shift,2040,2915,2915,0,175880,3500000,320000,0,125000,6500000000
biodiesel,south_east,business_as_usual,agricultual_production_shift,2040,2971,2971,0,195763,3500000,320000,0,125000,6500000000
biodiesel,north_central,business_as_usual,agricultual_production_shift,2040,2829,2829,0,159448,3500000,320000,0,125000,6500000000
biodiesel,central,business_as_usual,agricultual_production_shift,2040,2548,2548,0,161101,3500000,320000,0,125000,6500000000
biodiesel,texas,business_as_usual,agricultual_production_shift,2040,2471,2471,0,172486,3500000,320000,0,125000,6500000000
biodiesel,north_west,business_as_usual,agricultual_production_shift,2040,2683,2683,0,172491,3500000,320000,0,125000,6500000000
biodiesel,south_west,business_as_usual,agricultual_production_shift,2040,2623,2623,0,207692,3500000,320000,0,125000,6500000000
biodiesel,california,business_as_usual,agricultual_production_shift,2040,2785,2785,0,168127,3500000,320000,0,125000,6500000000
biodiesel,north_east,business_as_usual,decrease_agricultual_production,2040,2252,2252,0,152591,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2040,2339,2339,0,215555,3500000,320000,0,125000,6500000000
biodiesel,south_east,business_as_usual,decrease_agricultual_production,2040,3251,3251,0,170486,3500000,320000,0,125000,6500000000
biodiesel,north_central,business_as_usual,decrease_agricultual_production,2040,2526,2526,0,219559,3500000,320000,0,125000,6500000000
biodiesel,central,business_as_usual,decrease_agricultual_production,2040,2934,2934,0,200809,3500000,320000,0,125000,6500000000
biodiesel,texas,business_as_usual,decrease_agricultual_production,2040,3134,3134,0,201327,3500000,320000,0,125000,6500000000
biodiesel,north_west,business_as_usual,decrease_agricultual_production,2040,2870,2870,0,158799,3500000,320000,0,125000,6500000000
biodiesel,south_west,business_as_usual,decrease_agricultual_production,2040,3029,3029,0,221894,3500000,320000,0,125000,6500000000
biodiesel,california,business_as_usual,decrease_agricultual_production,2040,2281,2281,0,198579,3500000,320000,0,125000,6500000000
biodiesel,north_east,business_as_usual,population_shift,2040,2979,2979,0,177573,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,business_as_usual,population_shift,2040,2431,2431,0,161432,3500000,320000,0,125000,6500000000
biodiesel,south_east,business_as_usual,population_shift,2040,3107,3107,0,171458,3500000,320000,0,125000,6500000000
biodiesel,north_central,business_as_usual,population_shift,2040,2776,2776,0,188178,3500000,320000,0,125000,6500000000
biodiesel,central,business_as_usual,population_shift,2040,2578,2578,0,191972,3500000,320000,0,125000,6500000000
biodiesel,texas,business_as_usual,population_shift,2040,2716,2716,0,166175,3500000,320000,0,125000,6500000000
biodiesel,north_west,business_as_usual,population_shift,2040,3097,3097,0,178725,3500000,320000,0,125000,6500000000
biodiesel,south_west,business_as_usual,population_shift,2040,2409,2409,0,175424,3500000,320000,0,125000,6500000000
biodiesel,california,business_as_usual,population_shift,2040,2999,2999,0,158442,3500000,320000,0,125000,6500000000
biodiesel,north_east,business_as_usual,increase_maritime,2040,2911,2911,0,174662,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,business_as_usual,increase_maritime,2040,2559,2559,0,167127,3500000,320000,0,125000,6500000000
biodiesel,south_east,business_as_usual,increase_maritime,2040,3210,3210,0,216818,3500000,320000,0,125000,6500000000
biodiesel,north_central,business_as_usual,increase_maritime,2040,2706,2706,0,219840,3500000,320000,0,125000,6500000000
biodiesel,central,business_as_usual,increase_maritime,2040,3093,3093,0,220627,3500000,320000,0,125000,6500000000
biodiesel,texas,business_as_usual,increase_maritime,2040,2936,2936,0,199845,3500000,320000,0,125000,6500000000
biodiesel,north_west,business_as_usual,increase_maritime,2040,2516,2516,0,207729,3500000,320000,0,125000,6500000000
biodiesel,south_west,business_as_usual,increase_maritime,2040,2215,2215,0,185810,3500000,320000,0,125000,6500000000
biodiesel,california,business_as_usual,increase_maritime,2040,3040,3040,0,213048,3500000,320000,0,125000,6500000000
biodiesel,north_east,50%_reduction_2050,business_as_usual,2040,2945,2945,0,161218,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,50%_reduction_2050,business_as_usual,2040,3182,3182,0,176136,3500000,320000,0,125000,6500000000
biodiesel,south_east,50%_reduction_2050,business_as_usual,2040,2211,2211,0,205834,3500000,320000,0,125000,6500000000
biodiesel,north_central,50%_reduction_2050,business_as_usual,2040,3177,3177,0,203264,3500000,320000,0,125000,6500000000
biodiesel,central,50%_reduction_2050,business_as_usual,2040,2856,2856,0,166028,3500000,320000,0,125000,6500000000
biodiesel,texas,50%_reduction_2050,business_as_usual,2040,3143,3143,0,199850,3500000,320000,0,125000,6500000000
biodiesel,north_west,50%_reduction_2050,business_as_usual,2040,3126,3126,0,179572,3500000,320000,0,125000,6500000000
biodiesel,south_west,50%_reduction_2050,business_as_usual,2040,2755,2755,0,159374,3500000,320000,0,125000,6500000000
biodiesel,california,50%_reduction_2050,business_as_usual,2040,2729,2729,0,156316,3500000,320000,0,125000,6500000000
biodiesel,north_east,50%_reduction_2050,agricultual_production_shift,2040,2606,2606,0,158455,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2040,2876,2876,0,209738,3500000,320000,0,125000,6500000000
biodiesel,south_east,50%_reduction_2050,agricultual_production_shift,2040,2973,2973,0,150984,3500000,320000,0,125000,6500000000
biodiesel,north_central,50%_reduction_2050,agricultual_production_shift,2040,2879,2879,0,188602,3500000,320000,0,125000,6500000000
biodiesel,central,50%_reduction_2050,agricultual_production_shift,2040,3044,3044,0,197426,3500000,320000,0,125000,6500000000
biodiesel,texas,50%_reduction_2050,agricultual_production_shift,2040,2813,2813,0,149511,3500000,320000,0,125000,6500000000
biodiesel,north_west,50%_reduction_2050,agricultual_production_shift,2040,2193,2193,0,218934,3500000,320000,0,125000,6500000000
biodiesel,south_west,50%_reduction_2050,agricultual_production_shift,2040,3268,3268,0,204044,3500000,320000,0,125000,6500000000
biodiesel,california,50%_reduction_2050,agricultual_production_shift,2040,2420,2420,0,159627,3500000,320000,0,125000,6500000000
biodiesel,north_east,50%_reduction_2050,decrease_agricultual_production,2040,3150,3150,0,152620,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2040,2430,2430,0,163818,3500000,320000,0,125000,6500000000
biodiesel,south_east,50%_reduction_2050,decrease_agricultual_production,2040,2414,2414,0,149169,3500000,320000,0,125000,6500000000
biodiesel,north_central,50%_reduction_2050,decrease_agricultual_production,2040,3209,3209,0,176280,3500000,320000,0,125000,6500000000
biodiesel,central,50%_reduction_2050,decrease_agricultual_production,2040,2284,2284,0,196362,3500000,320000,0,125000,6500000000
biodiesel,texas,50%_reduction_2050,decrease_agricultual_production,2040,2690,2690,0,200863,3500000,320000,0,125000,6500000000
biodiesel,north_west,50%_reduction_2050,decrease_agricultual_production,2040,3117,3117,0,168583,3500000,320000,0,125000,6500000000
biodiesel,south_west,50%_reduction_2050,decrease_agricultual_production,2040,2573,2573,0,212502,3500000,320000,0,125000,6500000000
biodiesel,california,50%_reduction_2050,decrease_agricultual_production,2040,3100,3100,0,194565,3500000,320000,0,125000,6500000000
biodiesel,north_east,50%_reduction_2050,population_shift,2040,2765,2765,0,160734,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,50%_reduction_2050,population_shift,2040,2575,2575,0,193135,3500000,320000,0,125000,6500000000
biodiesel,south_east,50%_reduction_2050,population_shift,2040,3185,3185,0,195909,3500000,320000,0,125000,6500000000
biodiesel,north_central,50%_reduction_2050,population_shift,2040,3267,3267,0,207009,3500000,320000,0,125000,6500000000
biodiesel,central,50%_reduction_2050,population_shift,2040,3265,3265,0,150724,3500000,320000,0,125000,6500000000
biodiesel,texas,50%_reduction_2050,population_shift,2040,2807,2807,0,163507,3500000,320000,0,125000,6500000000
biodiesel,north_west,50%_reduction_2050,population_shift,2040,2319,2319,0,221773,3500000,320000,0,125000,6500000000
biodiesel,south_west,50%_reduction_2050,population_shift,2040,2195,2195,0,222852,3500000,320000,0,125000,6500000000
biodiesel,california,50%_reduction_2050,population_shift,2040,2595,2595,0,187824,3500000,320000,0,125000,6500000000
biodiesel,north_east,50%_reduction_2050,increase_maritime,2040,3027,3027,0,158863,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,50%_reduction_2050,increase_maritime,2040,2955,2955,0,160632,3500000,320000,0,125000,6500000000
biodiesel,south_east,50%_reduction_2050,increase_maritime,2040,3173,3173,0,176323,3500000,320000,0,125000,6500000000
biodiesel,north_central,50%_reduction_2050,increase_maritime,2040,3064,3064,0,175643,3500000,320000,0,125000,6500000000
biodiesel,central,50%_reduction_2050,increase_maritime,2040,2397,2397,0,172478,3500000,320000,0,125000,6500000000
biodiesel,texas,50%_reduction_2050,increase_maritime,2040,2687,2687,0,204200,3500000,320000,0,125000,6500000000
biodiesel,north_west,50%_reduction_2050,increase_maritime,2040,2988,2988,0,163543,3500000,320000,0,125000,6500000000
biodiesel,south_west,50%_reduction_2050,increase_maritime,2040,2996,2996,0,223339,3500000,320000,0,125000,6500000000
biodiesel,california,50%_reduction_2050,increase_maritime,2040,2750,2750,0,204715,3500000,320000,0,125000,6500000000
biodiesel,north_east,net_zero_2050,business_as_usual,2040,3064,3064,0,201269,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,net_zero_2050,business_as_usual,2040,3078,3078,0,168535,3500000,320000,0,125000,6500000000
biodiesel,south_east,net_zero_2050,business_as_usual,2040,2909,2909,0,164079,3500000,320000,0,125000,6500000000
biodiesel,north_central,net_zero_2050,business_as_usual,2040,2559,2559,0,220409,3500000,320000,0,125000,6500000000
biodiesel,central,net_zero_2050,business_as_usual,2040,2287,2287,0,176974,3500000,320000,0,125000,6500000000
biodiesel,texas,net_zero_2050,business_as_usual,2040,2790,2790,0,167055,3500000,320000,0,125000,6500000000
biodiesel,north_west,net_zero_2050,business_as_usual,2040,3086,3086,0,156536,3500000,320000,0,125000,6500000000
biodiesel,south_west,net_zero_2050,business_as_usual,2040,2728,2728,0,162154,3500000,320000,0,125000,6500000000
biodiesel,california,net_zero_2050,business_as_usual,2040,2687,2687,0,181065,3500000,320000,0,125000,6500000000
biodiesel,north_east,net_zero_2050,agricultual_production_shift,2040,2595,2595,0,173222,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2040,2985,2985,0,160628,3500000,320000,0,125000,6500000000
biodiesel,south_east,net_zero_2050,agricultual_production_shift,2040,2952,2952,0,151456,3500000,320000,0,125000,6500000000
biodiesel,north_central,net_zero_2050,agricultual_production_shift,2040,3175,3175,0,187222,3500000,320000,0,125000,6500000000
biodiesel,central,net_zero_2050,agricultual_production_shift,2040,2204,2204,0,223031,3500000,320000,0,125000,6500000000
biodiesel,texas,net_zero_2050,agricultual_production_shift,2040,2652,2652,0,158705,3500000,320000,0,125000,6500000000
biodiesel,north_west,net_zero_2050,agricultual_production_shift,2040,3051,3051,0,198028,3500000,320000,0,125000,6500000000
biodiesel,south_west,net_zero_2050,agricultual_production_shift,2040,2187,2187,0,197751,3500000,320000,0,125000,6500000000
biodiesel,california,net_zero_2050,agricultual_production_shift,2040,2329,2329,0,149787,3500000,320000,0,125000,6500000000
biodiesel,north_east,net_zero_2050,decrease_agricultual_production,2040,3174,3174,0,216776,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2040,2283,2283,0,210746,3500000,320000,0,125000,6500000000
biodiesel,south_east,net_zero_2050,decrease_agricultual_production,2040,2618,2618,0,200706,3500000,320000,0,125000,6500000000
biodiesel,north_central,net_zero_2050,decrease_agricultual_production,2040,2767,2767,0,217145,3500000,320000,0,125000,6500000000
biodiesel,central,net_zero_2050,decrease_agricultual_production,2040,3102,3102,0,170377,3500000,320000,0,125000,6500000000
biodiesel,texas,net_zero_2050,decrease_agricultual_production,2040,2823,2823,0,170493,3500000,320000,0,125000,6500000000
biodiesel,north_west,net_zero_2050,decrease_agricultual_production,2040,2997,2997,0,198212,3500000,320000,0,125000,6500000000
biodiesel,south_west,net_zero_2050,decrease_agricultual_production,2040,2679,2679,0,153332,3500000,320000,0,125000,6500000000
biodiesel,california,net_zero_2050,decrease_agricultual_production,2040,2312,2312,0,160864,3500000,320000,0,125000,6500000000
biodiesel,north_east,net_zero_2050,population_shift,2040,3263,3263,0,182470,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,net_zero_2050,population_shift,2040,2584,2584,0,156547,3500000,320000,0,125000,6500000000
biodiesel,south_east,net_zero_2050,population_shift,2040,2735,2735,0,208846,3500000,320000,0,125000,6500000000
biodiesel,north_central,net_zero_2050,population_shift,2040,2576,2576,0,151522,3500000,320000,0,125000,6500000000
biodiesel,central,net_zero_2050,population_shift,2040,3249,3249,0,167598,3500000,320000,0,125000,6500000000
biodiesel,texas,net_zero_2050,population_shift,2040,2571,2571,0,170207,3500000,320000,0,125000,6500000000
biodiesel,north_west,net_zero_2050,population_shift,2040,2871,2871,0,175467,3500000,320000,0,125000,6500000000
biodiesel,south_west,net_zero_2050,population_shift,2040,2663,2663,0,212750,3500000,320000,0,125000,6500000000
biodiesel,california,net_zero_2050,population_shift,2040,2336,2336,0,175200,3500000,320000,0,125000,6500000000
biodiesel,north_east,net_zero_2050,increase_maritime,2040,3273,3273,0,163048,3500000,320000,0,125000,6500000000
biodiesel,middle_atlantic,net_zero_2050,increase_maritime,2040,2582,2582,0,156091,3500000,320000,0,125000,6500000000
biodiesel,south_east,net_zero_2050,increase_maritime,2040,2572,2572,0,177702,3500000,320000,0,125000,6500000000
biodiesel,north_central,net_zero_2050,increase_maritime,2040,2949,2949,0,157503,3500000,320000,0,125000,6500000000
biodiesel,central,net_zero_2050,increase_maritime,2040,2949,2949,0,191823,3500000,320000,0,125000,6500000000
biodiesel,texas,net_zero_2050,increase_maritime,2040,2935,2935,0,163493,3500000,320000,0,125000,6500000000
biodiesel,north_west,net_zero_2050,increase_maritime,2040,2398,2398,0,211642,3500000,320000,0,125000,6500000000
biodiesel,south_west,net_zero_2050,increase_maritime,2040,2352,2352,0,154925,3500000,320000,0,125000,6500000000
biodiesel,california,net_zero_2050,increase_maritime,2040,2674,2674,0,150999,3500000,320000,0,125000,6500000000
hydrogen,north_east,business_as_usual,business_as_usual,2040,2856,2856,2856,156544,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,business_as_usual,business_as_usual,2040,2309,2309,2309,189047,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,business_as_usual,business_as_usual,2040,2551,2551,2551,221595,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,business_as_usual,business_as_usual,2040,3276,3276,3276,150063,3500000,3870000,190000,125000,17600000000
hydrogen,central,business_as_usual,business_as_usual,2040,2290,2290,2290,184475,3500000,3870000,190000,125000,17600000000
hydrogen,texas,business_as_usual,business_as_usual,2040,2229,2229,2229,163958,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,business_as_usual,business_as_usual,2040,2704,2704,2704,152478,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,business_as_usual,business_as_usual,2040,2517,2517,2517,151888,3500000,3870000,190000,125000,17600000000
hydrogen,california,business_as_usual,business_as_usual,2040,2351,2351,2351,190310,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,business_as_usual,agricultual_production_shift,2040,2480,2480,2480,165163,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,business_as_usual,agricultual_production_shift,2040,2845,2845,2845,161130,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,business_as_usual,agricultual_production_shift,2040,3212,3212,3212,189417,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,business_as_usual,agricultual_production_shift,2040,2927,2927,2927,202848,3500000,3870000,190000,125000,17600000000
hydrogen,central,business_as_usual,agricultual_production_shift,2040,2718,2718,2718,222627,3500000,3870000,190000,125000,17600000000
hydrogen,texas,business_as_usual,agricultual_production_shift,2040,2811,2811,2811,176370,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,business_as_usual,agricultual_production_shift,2040,2228,2228,2228,210439,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,business_as_usual,agricultual_production_shift,2040,2851,2851,2851,216944,3500000,3870000,190000,125000,17600000000
hydrogen,california,business_as_usual,agricultual_production_shift,2040,2443,2443,2443,200849,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,business_as_usual,decrease_agricultual_production,2040,2992,2992,2992,174524,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,business_as_usual,decrease_agricultual_production,2040,2795,2795,2795,176325,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,business_as_usual,decrease_agricultual_production,2040,2724,2724,2724,188926,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,business_as_usual,decrease_agricultual_production,2040,2507,2507,2507,180847,3500000,3870000,190000,125000,17600000000
hydrogen,central,business_as_usual,decrease_agricultual_production,2040,3039,3039,3039,178775,3500000,3870000,190000,125000,17600000000
hydrogen,texas,business_as_usual,decrease_agricultual_production,2040,2407,2407,2407,216457,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,business_as_usual,decrease_agricultual_production,2040,3016,3016,3016,221169,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,business_as_usual,decrease_agricultual_production,2040,2996,2996,2996,160791,3500000,3870000,190000,125000,17600000000
hydrogen,california,business_as_usual,decrease_agricultual_production,2040,3185,3185,3185,220756,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,business_as_usual,population_shift,2040,2481,2481,2481,193685,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,business_as_usual,population_shift,2040,2191,2191,2191,223197,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,business_as_usual,population_shift,2040,2247,2247,2247,221654,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,business_as_usual,population_shift,2040,2350,2350,2350,206548,3500000,3870000,190000,125000,17600000000
hydrogen,central,business_as_usual,population_shift,2040,2904,2904,2904,156194,3500000,3870000,190000,125000,17600000000
hydrogen,texas,business_as_usual,population_shift,2040,2976,2976,2976,199094,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,business_as_usual,population_shift,2040,2309,2309,2309,206675,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,business_as_usual,population_shift,2040,2787,2787,2787,218464,3500000,3870000,190000,125000,17600000000
hydrogen,california,business_as_usual,population_shift,2040,2193,2193,2193,187536,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,business_as_usual,increase_maritime,2040,2196,2196,2196,177372,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,business_as_usual,increase_maritime,2040,3039,3039,3039,191253,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,business_as_usual,increase_maritime,2040,3264,3264,3264,219369,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,business_as_usual,increase_maritime,2040,3008,3008,3008,213516,3500000,3870000,190000,125000,17600000000
hydrogen,central,business_as_usual,increase_maritime,2040,2561,2561,2561,201852,3500000,3870000,190000,125000,17600000000
hydrogen,texas,business_as_usual,increase_maritime,2040,3017,3017,3017,182764,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,business_as_usual,increase_maritime,2040,2952,2952,2952,219969,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,business_as_usual,increase_maritime,2040,2387,2387,2387,211474,3500000,3870000,190000,125000,17600000000
hydrogen,california,business_as_usual,increase_maritime,2040,2602,2602,2602,204971,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,50%_reduction_2050,business_as_usual,2040,3149,3149,3149,186048,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,50%_reduction_2050,business_as_usual,2040,2553,2553,2553,198190,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,50%_reduction_2050,business_as_usual,2040,2774,2774,2774,213589,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,50%_reduction_2050,business_as_usual,2040,2763,2763,2763,218866,3500000,3870000,190000,125000,17600000000
hydrogen,central,50%_reduction_2050,business_as_usual,2040,2646,2646,2646,172579,3500000,3870000,190000,125000,17600000000
hydrogen,texas,50%_reduction_2050,business_as_usual,2040,3044,3044,3044,190205,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,50%_reduction_2050,business_as_usual,2040,3251,3251,3251,162004,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,50%_reduction_2050,business_as_usual,2040,3128,3128,3128,161247,3500000,3870000,190000,125000,17600000000
hydrogen,california,50%_reduction_2050,business_as_usual,2040,3127,3127,3127,199403,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,50%_reduction_2050,agricultual_production_shift,2040,2409,2409,2409,153650,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2040,2405,2405,2405,173502,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,50%_reduction_2050,agricultual_production_shift,2040,2761,2761,2761,193711,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,50%_reduction_2050,agricultual_production_shift,2040,2248,2248,2248,171264,3500000,3870000,190000,125000,17600000000
hydrogen,central,50%_reduction_2050,agricultual_production_shift,2040,3170,3170,3170,211613,3500000,3870000,190000,125000,17600000000
hydrogen,texas,50%_reduction_2050,agricultual_production_shift,2040,3239,3239,3239,154200,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,50%_reduction_2050,agricultual_production_shift,2040,3096,3096,3096,204685,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,50%_reduction_2050,agricultual_production_shift,2040,2909,2909,2909,182694,3500000,3870000,190000,125000,17600000000
hydrogen,california,50%_reduction_2050,agricultual_production_shift,2040,2868,2868,2868,160524,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,50%_reduction_2050,decrease_agricultual_production,2040,2837,2837,2837,206326,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2040,3251,3251,3251,173856,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,50%_reduction_2050,decrease_agricultual_production,2040,2918,2918,2918,201980,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,50%_reduction_2050,decrease_agricultual_production,2040,2858,2858,2858,206111,3500000,3870000,190000,125000,17600000000
hydrogen,central,50%_reduction_2050,decrease_agricultual_production,2040,2933,2933,2933,187555,3500000,3870000,190000,125000,17600000000
hydrogen,texas,50%_reduction_2050,decrease_agricultual_production,2040,3221,3221,3221,194412,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,50%_reduction_2050,decrease_agricultual_production,2040,2483,2483,2483,198209,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,50%_reduction_2050,decrease_agricultual_production,2040,2707,2707,2707,166414,3500000,3870000,190000,125000,17600000000
hydrogen,california,50%_reduction_2050,decrease_agricultual_production,2040,2716,2716,2716,173932,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,50%_reduction_2050,population_shift,2040,2559,2559,2559,164305,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,50%_reduction_2050,population_shift,2040,3273,3273,3273,199157,3500000,3870000,190000,125000,17600000000
hydrogen,south_east,50%_reduction_2050,population_shift,2040,2668,2668,2668,208200,3500000,3870000,190000,125000,17600000000
hydrogen,north_central,50%_reduction_2050,population_shift,2040,2269,2269,2269,218207,3500000,3870000,190000,125000,17600000000
hydrogen,central,50%_reduction_2050,population_shift,2040,3196,3196,3196,194525,3500000,3870000,190000,125000,17600000000
hydrogen,texas,50%_reduction_2050,population_shift,2040,2796,2796,2796,186909,3500000,3870000,190000,125000,17600000000
hydrogen,north_west,50%_reduction_2050,population_shift,2040,2755,2755,2755,207222,3500000,3870000,190000,125000,17600000000
hydrogen,south_west,50%_reduction_2050,population_shift,2040,2799,2799,2799,196677,3500000,3870000,190000,125000,17600000000
hydrogen,california,50%_reduction_2050,population_shift,2040,2552,2552,2552,220699,3500000,3870000,190000,125000,17600000000
hydrogen,north_east,50%_reduction_2050,increase_maritime,2040,2326,2326,2326,160052,3500000,3870000,190000,125000,17600000000
hydrogen,middle_atlantic,50%_reduction_2050,increase_maritime,2040,2900,2900,2900,219851,3500000,3870000,190000,125000,17600000000
