technology,region,energy_system_scenario,freight_demand_scenario,year,number_of_charging_stations,cost_per_station ($),track_mile (mi),rail_track_cost ($/mi),infrastructure_O&M_cost ($/year)
biodiesel,texas,net_zero_2050,business_as_usual,2040,46,460833.7237,14058,1500000,455000000
biodiesel,north_west,net_zero_2050,business_as_usual,2040,52,460833.7237,15525,1500000,455000000
biodiesel,south_west,net_zero_2050,business_as_usual,2040,42,460833.7237,18502,1500000,455000000
biodiesel,california,net_zero_2050,business_as_usual,2040,38,460833.7237,13679,1500000,455000000
biodiesel,north_east,net_zero_2050,agricultual_production_shift,2040,49,460833.7237,12605,1500000,455000000
biodiesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2040,44,460833.7237,17625,1500000,455000000
biodiesel,south_east,net_zero_2050,agricultual_production_shift,2040,51,460833.7237,17281,1500000,455000000
biodiesel,north_central,net_zero_2050,agricultual_production_shift,2040,43,460833.7237,16703,1500000,455000000
biodiesel,central,net_zero_2050,agricultual_production_shift,2040,38,460833.7237,13572,1500000,455000000
biodiesel,texas,net_zero_2050,agricultual_production_shift,2040,40,460833.7237,16743,1500000,455000000
biodiesel,north_west,net_zero_2050,agricultual_production_shift,2040,54,460833.7237,16872,1500000,455000000
biodiesel,south_west,net_zero_2050,agricultual_production_shift,2040,38,460833.7237,17097,1500000,455000000
biodiesel,california,net_zero_2050,agricultual_production_shift,2040,51,460833.7237,16412,1500000,455000000
biodiesel,north_east,net_zero_2050,decrease_agricultual_production,2040,40,460833.7237,14245,1500000,455000000
biodiesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2040,45,460833.7237,17222,1500000,455000000
biodiesel,south_east,net_zero_2050,decrease_agricultual_production,2040,53,460833.7237,13579,1500000,455000000
biodiesel,north_central,net_zero_2050,decrease_agricultual_production,2040,46,460833.7237,13089,1500000,455000000
biodiesel,central,net_zero_2050,decrease_agricultual_production,2040,39,460833.7237,14613,1500000,455000000
biodiesel,texas,net_zero_2050,decrease_agricultual_production,2040,44,460833.7237,17611,1500000,455000000
biodiesel,north_west,net_zero_2050,decrease_agricultual_production,2040,51,460833.7237,14891,1500000,455000000
biodiesel,south_west,net_zero_2050,decrease_agricultual_production,2040,39,460833.7237,14742,1500000,455000000
biodiesel,california,net_zero_2050,decrease_agricultual_production,2040,40,460833.7237,16456,1500000,455000000
biodiesel,north_east,net_zero_2050,population_shift,2040,45,460833.7237,13791,1500000,455000000
biodiesel,middle_atlantic,net_zero_2050,population_shift,2040,42,460833.7237,14677,1500000,455000000
biodiesel,south_east,net_zero_2050,population_shift,2040,49,460833.7237,13811,1500000,455000000
biodiesel,north_central,net_zero_2050,population_shift,2040,43,460833.7237,16945,1500000,455000000
biodiesel,central,net_zero_2050,population_shift,2040,55,460833.7237,16599,1500000,455000000
biodiesel,texas,net_zero_2050,population_shift,2040,49,460833.7237,15241,1500000,455000000
biodiesel,north_west,net_zero_2050,population_shift,2040,56,460833.7237,16200,1500000,455000000
biodiesel,south_west,net_zero_2050,population_shift,2040,56,460833.7237,15706,1500000,455000000
biodiesel,california,net_zero_2050,population_shift,2040,47,460833.7237,16850,1500000,455000000
biodiesel,north_east,net_zero_2050,increase_maritime,2040,41,460833.7237,17503,1500000,455000000
biodiesel,middle_atlantic,net_zero_2050,increase_maritime,2040,45,460833.7237,18418,1500000,455000000
biodiesel,south_east,net_zero_2050,increase_maritime,2040,51,460833.7237,15723,1500000,455000000
biodiesel,north_central,net_zero_2050,increase_maritime,2040,48,460833.7237,18660,1500000,455000000
biodiesel,central,net_zero_2050,increase_maritime,2040,55,460833.7237,16241,1500000,455000000
biodiesel,texas,net_zero_2050,increase_maritime,2040,49,460833.7237,14207,1500000,455000000
biodiesel,north_west,net_zero_2050,increase_maritime,2040,44,460833.7237,16437,1500000,455000000
biodiesel,south_west,net_zero_2050,increase_maritime,2040,39,460833.7237,16770,1500000,455000000
biodiesel,california,net_zero_2050,increase_maritime,2040,50,460833.7237,15077,1500000,455000000
hydrogen,north_east,business_as_usual,business_as_usual,2040,49,460833.7237,18469,1500000,455000000
hydrogen,middle_atlantic,business_as_usual,business_as_usual,2040,44,460833.7237,12656,1500000,455000000
hydrogen,south_east,business_as_usual,business_as_usual,2040,40,460833.7237,16509,1500000,455000000
hydrogen,north_central,business_as_usual,business_as_usual,2040,49,460833.7237,17895,1500000,455000000
hydrogen,central,business_as_usual,business_as_usual,2040,41,460833.7237,15207,1500000,455000000
hydrogen,texas,business_as_usual,business_as_usual,2040,48,460833.7237,18613,1500000,455000000
hydrogen,north_west,business_as_usual,business_as_usual,2040,56,460833.7237,15900,1500000,455000000
hydrogen,south_west,business_as_usual,business_as_usual,2040,43,460833.7237,17301,1500000,455000000
hydrogen,california,business_as_usual,business_as_usual,2040,56,460833.7237,13904,1500000,455000000
hydrogen,north_east,business_as_usual,agricultual_production_shift,2040,53,460833.7237,17597,1500000,455000000
hydrogen,middle_atlantic,business_as_usual,agricultual_production_shift,2040,44,460833.7237,18163,1500000,455000000
hydrogen,south_east,business_as_usual,agricultual_production_shift,2040,55,460833.7237,16523,1500000,455000000
hydrogen,north_central,business_as_usual,agricultual_production_shift,2040,41,460833.7237,14144,1500000,455000000
hydrogen,central,business_as_usual,agricultual_production_shift,2040,49,460833.7237,15989,1500000,455000000
hydrogen,texas,business_as_usual,agricultual_production_shift,2040,40,460833.7237,17139,1500000,455000000
hydrogen,north_west,business_as_usual,agricultual_production_shift,2040,44,460833.7237,17939,1500000,455000000
hydrogen,south_west,business_as_usual,agricultual_production_shift,2040,39,460833.7237,16542,1500000,455000000
hydrogen,california,business_as_usual,agricultual_production_shift,2040,44,460833.7237,17764,1500000,455000000
hydrogen,north_east,business_as_usual,decrease_agricultual_production,2040,55,460833.7237,13202,1500000,455000000
hydrogen,middle_atlantic,business_as_usual,decrease_agricultual_production,2040,40,460833.7237,17182,1500000,455000000
hydrogen,south_east,business_as_usual,decrease_agricultual_production,2040,54,460833.7237,15032,1500000,455000000
hydrogen,north_central,business_as_usual,decrease_agricultual_production,2040,55,460833.7237,15761,1500000,455000000
hydrogen,central,business_as_usual,decrease_agricultual_production,2040,51,460833.7237,17598,1500000,455000000
hydrogen,texas,business_as_usual,decrease_agricultual_production,2040,51,460833.7237,16801,1500000,455000000
hydrogen,north_west,business_as_usual,decrease_agricultual_production,2040,46,460833.7237,14160,1500000,455000000
hydrogen,south_west,business_as_usual,decrease_agricultual_production,2040,54,460833.7237,13432,1500000,455000000
hydrogen,california,business_as_usual,decrease_agricultual_production,2040,39,460833.7237,18531,1500000,455000000
hydrogen,north_east,business_as_usual,population_shift,2040,45,460833.7237,17200,1500000,455000000
hydrogen,middle_atlantic,business_as_usual,population_shift,2040,42,460833.7237,18570,1500000,455000000
hydrogen,south_east,business_as_usual,population_shift,2040,54,460833.7237,16309,1500000,455000000
hydrogen,north_central,business_as_usual,population_shift,2040,39,460833.7237,17595,1500000,455000000
hydrogen,central,business_as_usual,population_shift,2040,38,460833.7237,17433,1500000,455000000
hydrogen,texas,business_as_usual,population_shift,2040,56,460833.7237,13368,1500000,455000000
hydrogen,north_west,business_as_usual,population_shift,2040,44,460833.7237,12557,1500000,455000000
hydrogen,south_west,business_as_usual,population_shift,2040,51,460833.7237,17223,1500000,455000000
hydrogen,california,business_as_usual,population_shift,2040,38,460833.7237,16853,1500000,455000000
hydrogen,north_east,business_as_usual,increase_maritime,2040,54,460833.7237,15456,1500000,455000000
hydrogen,middle_atlantic,business_as_usual,increase_maritime,2040,39,460833.7237,12853,1500000,455000000
hydrogen,south_east,business_as_usual,increase_maritime,2040,47,460833.7237,17642,1500000,455000000
hydrogen,north_central,business_as_usual,increase_maritime,2040,56,460833.7237,16084,1500000,455000000
hydrogen,central,business_as_usual,increase_maritime,2040,56,460833.7237,17792,1500000,455000000
hydrogen,texas,business_as_usual,increase_maritime,2040,51,460833.7237,14926,1500000,455000000
hydrogen,north_west,business_as_usual,increase_maritime,2040,40,460833.7237,14626,1500000,455000000
hydrogen,south_west,business_as_usual,increase_maritime,2040,47,460833.7237,16424,1500000,455000000
hydrogen,california,business_as_usual,increase_maritime,2040,44,460833.7237,14822,1500000,455000000
hydrogen,north_east,50%_reduction_2050,business_as_usual,2040,50,460833.7237,16150,1500000,455000000
hydrogen,middle_atlantic,50%_reduction_2050,business_as_usual,2040,55,460833.7237,17822,1500000,455000000
hydrogen,south_east,50%_reduction_2050,business_as_usual,2040,53,460833.7237,13905,1500000,455000000
hydrogen,north_central,50%_reduction_2050,business_as_usual,2040,56,460833.7237,14720,1500000,455000000
hydrogen,central,50%_reduction_2050,business_as_usual,2040,42,460833.7237,17473,1500000,455000000
hydrogen,texas,50%_reduction_2050,business_as_usual,2040,50,460833.7237,18562,1500000,455000000
hydrogen,north_west,50%_reduction_2050,business_as_usual,2040,44,460833.7237,17293,1500000,455000000
hydrogen,south_west,50%_reduction_2050,business_as_usual,2040,46,460833.7237,14101,1500000,455000000
hydrogen,california,50%_reduction_2050,business_as_usual,2040,50,460833.7237,13408,1500000,455000000
hydrogen,north_east,50%_reduction_2050,agricultual_production_shift,2040,39,460833.7237,14961,1500000,455000000
hydrogen,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2040,52,460833.7237,13317,1500000,455000000
hydrogen,south_east,50%_reduction_2050,agricultual_production_shift,2040,49,460833.7237,18302,1500000,455000000
hydrogen,north_central,50%_reduction_2050,agricultual_production_shift,2040,40,460833.7237,12770,1500000,455000000
hydrogen,central,50%_reduction_2050,agricultual_production_shift,2040,50,460833.7237,18495,1500000,455000000
hydrogen,texas,50%_reduction_2050,agricultual_production_shift,2040,38,460833.7237,18499,1500000,455000000
hydrogen,north_west,50%_reduction_2050,agricultual_production_shift,2040,45,460833.7237,13087,1500000,455000000
hydrogen,south_west,50%_reduction_2050,agricultual_production_shift,2040,45,460833.7237,13236,1500000,455000000
hydrogen,california,50%_reduction_2050,agricultual_production_shift,2040,40,460833.7237,14942,1500000,455000000
hydrogen,north_east,50%_reduction_2050,decrease_agricultual_production,2040,45,460833.7237,12551,1500000,455000000
hydrogen,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2040,48,460833.7237,16783,1500000,455000000
hydrogen,south_east,50%_reduction_2050,decrease_agricultual_production,2040,48,460833.7237,14413,1500000,455000000
hydrogen,north_central,50%_reduction_2050,decrease_agricultual_production,2040,55,460833.7237,14031,1500000,455000000
hydrogen,central,50%_reduction_2050,decrease_agricultual_production,2040,43,460833.7237,15055,1500000,455000000
hydrogen,texas,50%_reduction_2050,decrease_agricultual_production,2040,38,460833.7237,13247,1500000,455000000
hydrogen,north_west,50%_reduction_2050,decrease_agricultual_production,2040,45,460833.7237,14814,1500000,455000000
hydrogen,south_west,50%_reduction_2050,decrease_agricultual_production,2040,50,460833.7237,13096,1500000,455000000
hydrogen,california,50%_reduction_2050,decrease_agricultual_production,2040,41,460833.7237,14217,1500000,455000000
hydrogen,north_east,50%_reduction_2050,population_shift,2040,49,460833.7237,17319,1500000,455000000
hydrogen,middle_atlantic,50%_reduction_2050,population_shift,2040,48,460833.7237,13789,1500000,455000000
hydrogen,south_east,50%_reduction_2050,population_shift,2040,43,460833.7237,18512,1500000,455000000
hydrogen,north_central,50%_reduction_2050,population_shift,2040,53,460833.7237,14963,1500000,455000000
hydrogen,central,50%_reduction_2050,population_shift,2040,41,460833.7237,12699,1500000,455000000
hydrogen,texas,50%_reduction_2050,population_shift,2040,48,460833.7237,13351,1500000,455000000
hydrogen,north_west,50%_reduction_2050,population_shift,2040,43,460833.7237,16935,1500000,455000000
hydrogen,south_west,50%_reduction_2050,population_shift,2040,43,460833.7237,17966,1500000,455000000
hydrogen,california,50%_reduction_2050,population_shift,2040,46,460833.7237,17633,1500000,455000000
hydrogen,north_east,50%_reduction_2050,increase_maritime,2040,42,460833.7237,13010,1500000,455000000
hydrogen,middle_atlantic,50%_reduction_2050,increase_maritime,2040,54,460833.7237,15781,1500000,455000000
hydrogen,south_east,50%_reduction_2050,increase_maritime,2040,48,460833.7237,17188,1500000,455000000
hydrogen,north_central,50%_reduction_2050,increase_maritime,2040,53,460833.7237,16825,1500000,455000000
hydrogen,central,50%_reduction_2050,increase_maritime,2040,54,460833.7237,14740,1500000,455000000
hydrogen,texas,50%_reduction_2050,increase_maritime,2040,42,460833.7237,16918,1500000,455000000
hydrogen,north_west,50%_reduction_2050,increase_maritime,2040,40,460833.7237,14926,1500000,455000000
hydrogen,south_west,50%_reduction_2050,increase_maritime,2040,39,460833.7237,15421,1500000,455000000
hydrogen,california,50%_reduction_2050,increase_maritime,2040,38,460833.7237,14338,1500000,455000000
hydrogen,north_east,net_zero_2050,business_as_usual,2040,55,460833.7237,18519,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,business_as_usual,2040,50,460833.7237,13952,1500000,455000000
hydrogen,south_east,net_zero_2050,business_as_usual,2040,38,460833.7237,18551,1500000,455000000
hydrogen,north_central,net_zero_2050,business_as_usual,2040,50,460833.7237,13063,1500000,455000000
hydrogen,central,net_zero_2050,business_as_usual,2040,51,460833.7237,14978,1500000,455000000
hydrogen,texas,net_zero_2050,business_as_usual,2040,47,460833.7237,16524,1500000,455000000
hydrogen,north_west,net_zero_2050,business_as_usual,2040,44,460833.7237,13416,1500000,455000000
hydrogen,south_west,net_zero_2050,business_as_usual,2040,42,460833.7237,15589,1500000,455000000
hydrogen,california,net_zero_2050,business_as_usual,2040,40,460833.7237,12512,1500000,455000000
hydrogen,north_east,net_zero_2050,agricultual_production_shift,2040,48,460833.7237,13677,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,agricultual_production_shift,2040,53,460833.7237,18194,1500000,455000000
hydrogen,south_east,net_zero_2050,agricultual_production_shift,2040,43,460833.7237,12540,1500000,455000000
hydrogen,north_central,net_zero_2050,agricultual_production_shift,2040,52,460833.7237,16927,1500000,455000000
hydrogen,central,net_zero_2050,agricultual_production_shift,2040,53,460833.7237,17540,1500000,455000000
hydrogen,texas,net_zero_2050,agricultual_production_shift,2040,50,460833.7237,14718,1500000,455000000
hydrogen,north_west,net_zero_2050,agricultual_production_shift,2040,39,460833.7237,16576,1500000,455000000
hydrogen,south_west,net_zero_2050,agricultual_production_shift,2040,55,460833.7237,14465,1500000,455000000
hydrogen,california,net_zero_2050,agricultual_production_shift,2040,56,460833.7237,13292,1500000,455000000
hydrogen,north_east,net_zero_2050,decrease_agricultual_production,2040,40,460833.7237,16872,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,decrease_agricultual_production,2040,45,460833.7237,13000,1500000,455000000
hydrogen,south_east,net_zero_2050,decrease_agricultual_production,2040,42,460833.7237,12650,1500000,455000000
hydrogen,north_central,net_zero_2050,decrease_agricultual_production,2040,39,460833.7237,16403,1500000,455000000
hydrogen,central,net_zero_2050,decrease_agricultual_production,2040,45,460833.7237,17339,1500000,455000000
hydrogen,texas,net_zero_2050,decrease_agricultual_production,2040,38,460833.7237,12611,1500000,455000000
hydrogen,north_west,net_zero_2050,decrease_agricultual_production,2040,53,460833.7237,18650,1500000,455000000
hydrogen,south_west,net_zero_2050,decrease_agricultual_production,2040,48,460833.7237,12788,1500000,455000000
hydrogen,california,net_zero_2050,decrease_agricultual_production,2040,56,460833.7237,12809,1500000,455000000
hydrogen,north_east,net_zero_2050,population_shift,2040,41,460833.7237,15226,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,population_shift,2040,45,460833.7237,14531,1500000,455000000
hydrogen,south_east,net_zero_2050,population_shift,2040,38,460833.7237,15014,1500000,455000000
hydrogen,north_central,net_zero_2050,population_shift,2040,56,460833.7237,18421,1500000,455000000
hydrogen,central,net_zero_2050,population_shift,2040,54,460833.7237,14650,1500000,455000000
hydrogen,texas,net_zero_2050,population_shift,2040,44,460833.7237,14148,1500000,455000000
hydrogen,north_west,net_zero_2050,population_shift,2040,51,460833.7237,15388,1500000,455000000
hydrogen,south_west,net_zero_2050,population_shift,2040,46,460833.7237,17519,1500000,455000000
hydrogen,california,net_zero_2050,population_shift,2040,56,460833.7237,14774,1500000,455000000
hydrogen,north_east,net_zero_2050,increase_maritime,2040,42,460833.7237,12622,1500000,455000000
hydrogen,middle_atlantic,net_zero_2050,increase_maritime,2040,54,460833.7237,16439,1500000,455000000
hydrogen,south_east,net_zero_2050,increase_maritime,2040,48,460833.7237,13061,1500000,455000000
hydrogen,north_central,net_zero_2050,increase_maritime,2040,50,460833.7237,16697,1500000,455000000
hydrogen,central,net_zero_2050,increase_maritime,2040,50,460833.7237,14474,1500000,455000000
hydrogen,texas,net_zero_2050,increase_maritime,2040,50,460833.7237,14945,1500000,455000000
hydrogen,north_west,net_zero_2050,increase_maritime,2040,56,460833.7237,13354,1500000,455000000
hydrogen,south_west,net_zero_2050,increase_maritime,2040,48,460833.7237,17208,1500000,455000000
hydrogen,california,net_zero_2050,increase_maritime,2040,53,460833.7237,17981,1500000,455000000
battery,north_east,business_as_usual,business_as_usual,2040,41,460833.7237,13740,1500000,455000000
battery,middle_atlantic,business_as_usual,business_as_usual,2040,41,460833.7237,12882,1500000,455000000
battery,south_east,business_as_usual,business_as_usual,2040,50,460833.7237,12615,1500000,455000000
battery,north_central,business_as_usual,business_as_usual,2040,43,460833.7237,17775,1500000,455000000
battery,central,business_as_usual,business_as_usual,2040,46,460833.7237,13840,1500000,455000000
battery,texas,business_as_usual,business_as_usual,2040,40,460833.7237,13271,1500000,455000000
battery,north_west,business_as_usual,business_as_usual,2040,53,460833.7237,13818,1500000,455000000
battery,south_west,business_as_usual,business_as_usual,2040,54,460833.7237,13519,1500000,455000000
battery,california,business_as_usual,business_as_usual,2040,40,460833.7237,14682,1500000,455000000
battery,north_east,business_as_usual,agricultual_production_shift,2040,38,460833.7237,15461,1500000,455000000
battery,middle_atlantic,business_as_usual,agricultual_production_shift,2040,50,460833.7237,14269,1500000,455000000
battery,south_east,business_as_usual,agricultual_production_shift,2040,50,460833.7237,13830,1500000,455000000
battery,north_central,business_as_usual,agricultual_production_shift,2040,53,460833.7237,12466,1500000,455000000
battery,central,business_as_usual,agricultual_production_shift,2040,49,460833.7237,17062,1500000,455000000
battery,texas,business_as_usual,agricultual_production_shift,2040,55,460833.7237,13134,1500000,455000000
battery,north_west,business_as_usual,agricultual_production_shift,2040,46,460833.7237,13674,1500000,455000000
battery,south_west,business_as_usual,agricultual_production_shift,2040,54,460833.7237,13060,1500000,455000000
battery,california,business_as_usual,agricultual_production_shift,2040,39,460833.7237,13923,1500000,455000000
battery,north_east,business_as_usual,decrease_agricultual_production,2040,39,460833.7237,16313,1500000,455000000
battery,middle_atlantic,business_as_usual,decrease_agricultual_production,2040,45,460833.7237,17323,1500000,455000000
battery,south_east,business_as_usual,decrease_agricultual_production,2040,38,460833.7237,16258,1500000,455000000
battery,north_central,business_as_usual,decrease_agricultual_production,2040,45,460833.7237,16521,1500000,455000000
battery,central,business_as_usual,decrease_agricultual_production,2040,38,460833.7237,18077,1500000,455000000
battery,texas,business_as_usual,decrease_agricultual_production,2040,39,460833.7237,13002,1500000,455000000
battery,north_west,business_as_usual,decrease_agricultual_production,2040,53,460833.7237,15850,1500000,455000000
battery,south_west,business_as_usual,decrease_agricultual_production,2040,54,460833.7237,17437,1500000,455000000
battery,california,business_as_usual,decrease_agricultual_production,2040,43,460833.7237,17142,1500000,455000000
battery,north_east,business_as_usual,population_shift,2040,41,460833.7237,17995,1500000,455000000
battery,middle_atlantic,business_as_usual,population_shift,2040,43,460833.7237,15341,1500000,455000000
battery,south_east,business_as_usual,population_shift,2040,52,460833.7237,15756,1500000,455000000
battery,north_central,business_as_usual,population_shift,2040,50,460833.7237,15364,1500000,455000000
battery,central,business_as_usual,population_shift,2040,48,460833.7237,14187,1500000,455000000
battery,texas,business_as_usual,population_shift,2040,48,460833.7237,17564,1500000,455000000
battery,north_west,business_as_usual,population_shift,2040,43,460833.7237,18114,1500000,455000000
battery,south_west,business_as_usual,population_shift,2040,44,460833.7237,15241,1500000,455000000
battery,california,business_as_usual,population_shift,2040,56,460833.7237,15075,1500000,455000000
battery,north_east,business_as_usual,increase_maritime,2040,54,460833.7237,16664,1500000,455000000
battery,middle_atlantic,business_as_usual,increase_maritime,2040,50,460833.7237,16110,1500000,455000000
battery,south_east,business_as_usual,increase_maritime,2040,39,460833.7237,16695,1500000,455000000
battery,north_central,business_as_usual,increase_maritime,2040,56,460833.7237,15346,1500000,455000000
battery,central,business_as_usual,increase_maritime,2040,42,460833.7237,15570,1500000,455000000
battery,texas,business_as_usual,increase_maritime,2040,40,460833.7237,16127,1500000,455000000
battery,north_west,business_as_usual,increase_maritime,2040,53,460833.7237,12773,1500000,455000000
battery,south_west,business_as_usual,increase_maritime,2040,41,460833.7237,14061,1500000,455000000
battery,california,business_as_usual,increase_maritime,2040,46,460833.7237,15997,1500000,455000000
battery,north_east,50%_reduction_2050,business_as_usual,2040,48,460833.7237,15890,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,business_as_usual,2040,42,460833.7237,15578,1500000,455000000
battery,south_east,50%_reduction_2050,business_as_usual,2040,52,460833.7237,18662,1500000,455000000
battery,north_central,50%_reduction_2050,business_as_usual,2040,45,460833.7237,17546,1500000,455000000
battery,central,50%_reduction_2050,business_as_usual,2040,53,460833.7237,12593,1500000,455000000
battery,texas,50%_reduction_2050,business_as_usual,2040,39,460833.7237,13775,1500000,455000000
battery,north_west,50%_reduction_2050,business_as_usual,2040,44,460833.7237,16184,1500000,455000000
battery,south_west,50%_reduction_2050,business_as_usual,2040,39,460833.7237,15454,1500000,455000000
battery,california,50%_reduction_2050,business_as_usual,2040,46,460833.7237,17865,1500000,455000000
battery,north_east,50%_reduction_2050,agricultual_production_shift,2040,47,460833.7237,16943,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2040,45,460833.7237,17938,1500000,455000000
battery,south_east,50%_reduction_2050,agricultual_production_shift,2040,50,460833.7237,14301,1500000,455000000
battery,north_central,50%_reduction_2050,agricultual_production_shift,2040,53,460833.7237,15515,1500000,455000000
battery,central,50%_reduction_2050,agricultual_production_shift,2040,38,460833.7237,17325,1500000,455000000
battery,texas,50%_reduction_2050,agricultual_production_shift,2040,38,460833.7237,16621,1500000,455000000
battery,north_west,50%_reduction_2050,agricultual_production_shift,2040,50,460833.7237,15090,1500000,455000000
battery,south_west,50%_reduction_2050,agricultual_production_shift,2040,56,460833.7237,15096,1500000,455000000
battery,california,50%_reduction_2050,agricultual_production_shift,2040,54,460833.7237,15603,1500000,455000000
battery,north_east,50%_reduction_2050,decrease_agricultual_production,2040,38,460833.7237,15745,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2040,42,460833.7237,13348,1500000,455000000
battery,south_east,50%_reduction_2050,decrease_agricultual_production,2040,53,460833.7237,17207,1500000,455000000
battery,north_central,50%_reduction_2050,decrease_agricultual_production,2040,46,460833.7237,16534,1500000,455000000
battery,central,50%_reduction_2050,decrease_agricultual_production,2040,45,460833.7237,15645,1500000,455000000
battery,texas,50%_reduction_2050,decrease_agricultual_production,2040,45,460833.7237,17458,1500000,455000000
battery,north_west,50%_reduction_2050,decrease_agricultual_production,2040,41,460833.7237,15303,1500000,455000000
battery,south_west,50%_reduction_2050,decrease_agricultual_production,2040,55,460833.7237,14389,1500000,455000000
battery,california,50%_reduction_2050,decrease_agricultual_production,2040,45,460833.7237,12822,1500000,455000000
battery,north_east,50%_reduction_2050,population_shift,2040,44,460833.7237,13828,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,population_shift,2040,51,460833.7237,14614,1500000,455000000
battery,south_east,50%_reduction_2050,population_shift,2040,48,460833.7237,17008,1500000,455000000
battery,north_central,50%_reduction_2050,population_shift,2040,47,460833.7237,15890,1500000,455000000
battery,central,50%_reduction_2050,population_shift,2040,45,460833.7237,14811,1500000,455000000
battery,texas,50%_reduction_2050,population_shift,2040,39,460833.7237,12566,1500000,455000000
battery,north_west,50%_reduction_2050,population_shift,2040,51,460833.7237,17452,1500000,455000000
battery,south_west,50%_reduction_2050,population_shift,2040,54,460833.7237,13496,1500000,455000000
battery,california,50%_reduction_2050,population_shift,2040,38,460833.7237,15207,1500000,455000000
battery,north_east,50%_reduction_2050,increase_maritime,2040,56,460833.7237,17490,1500000,455000000
battery,middle_atlantic,50%_reduction_2050,increase_maritime,2040,52,460833.7237,16235,1500000,455000000
battery,south_east,50%_reduction_2050,increase_maritime,2040,43,460833.7237,15333,1500000,455000000
battery,north_central,50%_reduction_2050,increase_maritime,2040,51,460833.7237,13307,1500000,455000000
battery,central,50%_reduction_2050,increase_maritime,2040,52,460833.7237,15455,1500000,455000000
battery,texas,50%_reduction_2050,increase_maritime,2040,50,460833.7237,18433,1500000,455000000
battery,north_west,50%_reduction_2050,increase_maritime,2040,52,460833.7237,18600,1500000,455000000
battery,south_west,50%_reduction_2050,increase_maritime,2040,41,460833.7237,14411,1500000,455000000
battery,california,50%_reduction_2050,increase_maritime,2040,47,460833.7237,17654,1500000,455000000
battery,north_east,net_zero_2050,business_as_usual,2040,54,460833.7237,16583,1500000,455000000
battery,middle_atlantic,net_zero_2050,business_as_usual,2040,38,460833.7237,14843,1500000,455000000
battery,south_east,net_zero_2050,business_as_usual,2040,46,460833.7237,14450,1500000,455000000
battery,north_central,net_zero_2050,business_as_usual,2040,45,460833.7237,14621,1500000,455000000
battery,central,net_zero_2050,business_as_usual,2040,41,460833.7237,17258,1500000,455000000
battery,texas,net_zero_2050,business_as_usual,2040,38,460833.7237,18443,1500000,455000000
battery,north_west,net_zero_2050,business_as_usual,2040,56,460833.7237,14726,1500000,455000000
battery,south_west,net_zero_2050,business_as_usual,2040,54,460833.7237,17568,1500000,455000000
battery,california,net_zero_2050,business_as_usual,2040,42,460833.7237,14184,1500000,455000000
battery,north_east,net_zero_2050,agricultual_production_shift,2040,42,460833.7237,17514,1500000,455000000
battery,middle_atlantic,net_zero_2050,agricultual_production_shift,2040,52,460833.7237,17399,1500000,455000000
battery,south_east,net_zero_2050,agricultual_production_shift,2040,54,460833.7237,16686,1500000,455000000
battery,north_central,net_zero_2050,agricultual_production_shift,2040,40,460833.7237,16734,1500000,455000000
battery,central,net_zero_2050,agricultual_production_shift,2040,40,460833.7237,13548,1500000,455000000
battery,texas,net_zero_2050,agricultual_production_shift,2040,50,460833.7237,16625,1500000,455000000
battery,north_west,net_zero_2050,agricultual_production_shift,2040,52,460833.7237,16272,1500000,455000000
battery,south_west,net_zero_2050,agricultual_production_shift,2040,51,460833.7237,17811,1500000,455000000
battery,california,net_zero_2050,agricultual_production_shift,2040,51,460833.7237,18350,1500000,455000000
battery,north_east,net_zero_2050,decrease_agricultual_production,2040,48,460833.7237,16092,1500000,455000000
battery,middle_atlantic,net_zero_2050,decrease_agricultual_production,2040,55,460833.7237,13861,1500000,455000000
battery,south_east,net_zero_2050,decrease_agricultual_production,2040,55,460833.7237,12765,1500000,455000000
battery,north_central,net_zero_2050,decrease_agricultual_production,2040,39,460833.7237,14600,1500000,455000000
battery,central,net_zero_2050,decrease_agricultual_production,2040,45,460833.7237,15534,1500000,455000000
battery,texas,net_zero_2050,decrease_agricultual_production,2040,41,460833.7237,13739,1500000,455000000
battery,north_west,net_zero_2050,decrease_agricultual_production,2040,40,460833.7237,13842,1500000,455000000
battery,south_west,net_zero_2050,decrease_agricultual_production,2040,40,460833.7237,13286,1500000,455000000
battery,california,net_zero_2050,decrease_agricultual_production,2040,51,460833.7237,18435,1500000,455000000
battery,north_east,net_zero_2050,population_shift,2040,52,460833.7237,16269,1500000,455000000
battery,middle_atlantic,net_zero_2050,population_shift,2040,56,460833.7237,16349,1500000,455000000
battery,south_east,net_zero_2050,population_shift,2040,55,460833.7237,17124,1500000,455000000
