technology,region,energy_system_scenario,freight_demand_scenario,year,energy_consumption,energy_unit,upstream_CO2_emission_factor,downstream_CO2_emission_factor,CO2_emission_factor_unit,upstream_CH4_emission_factor,downstream_CH4_emission_factor,CH4_emission_factor_unit
catenary,central,50%_reduction_2050,decrease_agricultual_production,2035,16479497855,kWh,0.4007,0,kgCO2/kWh,0.00094444,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,decrease_agricultual_production,2035,17187358093,kWh,0.3633,0,kgCO2/kWh,0.00078626,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,decrease_agricultual_production,2035,14800390228,kWh,0.4136,0,kgCO2/kWh,0.00092983,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,decrease_agricultual_production,2035,12340121045,kWh,0.4157,0,kgCO2/kWh,0.00076008,0,kgCH4/kWh
catenary,california,50%_reduction_2050,decrease_agricultual_production,2035,16900304247,kWh,0.4209,0,kgCO2/kWh,0.00088869,0,kgCH4/kWh
catenary,north_east,50%_reduction_2050,population_shift,2035,12046463130,kWh,0.4146,0,kgCO2/kWh,0.00075721,0,kgCH4/kWh
catenary,middle_atlantic,50%_reduction_2050,population_shift,2035,17038988353,kWh,0.3943,0,kgCO2/kWh,0.00063804,0,kgCH4/kWh
catenary,south_east,50%_reduction_2050,population_shift,2035,11588346650,kWh,0.3753,0,kgCO2/kWh,0.00066952,0,kgCH4/kWh
catenary,north_central,50%_reduction_2050,population_shift,2035,12493166360,kWh,0.4298,0,kgCO2/kWh,0.00086808,0,kgCH4/kWh
catenary,central,50%_reduction_2050,population_shift,2035,14038597349,kWh,0.362,0,kgCO2/kWh,0.00085527,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,population_shift,2035,13706343712,kWh,0.2934,0,kgCO2/kWh,0.00063394,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,population_shift,2035,16751977683,kWh,0.2985,0,kgCO2/kWh,0.00064851,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,population_shift,2035,13426510448,kWh,0.3446,0,kgCO2/kWh,0.00093999,0,kgCH4/kWh
catenary,california,50%_reduction_2050,population_shift,2035,12466761944,kWh,0.3068,0,kgCO2/kWh,0.00085773,0,kgCH4/kWh
catenary,north_east,50%_reduction_2050,increase_maritime,2035,14902968145,kWh,0.335,0,kgCO2/kWh,0.00088808,0,kgCH4/kWh
catenary,middle_atlantic,50%_reduction_2050,increase_maritime,2035,12534869564,kWh,0.3217,0,kgCO2/kWh,0.00071329,0,kgCH4/kWh
catenary,south_east,50%_reduction_2050,increase_maritime,2035,15309630209,kWh,0.4012,0,kgCO2/kWh,0.0008182,0,kgCH4/kWh
catenary,north_central,50%_reduction_2050,increase_maritime,2035,15864357197,kWh,0.3255,0,kgCO2/kWh,0.00072444,0,kgCH4/kWh
catenary,central,50%_reduction_2050,increase_maritime,2035,12770139328,kWh,0.3085,0,kgCO2/kWh,0.00074791,0,kgCH4/kWh
catenary,texas,50%_reduction_2050,increase_maritime,2035,16089473464,kWh,0.3583,0,kgCO2/kWh,0.00090184,0,kgCH4/kWh
catenary,north_west,50%_reduction_2050,increase_maritime,2035,13205422233,kWh,0.407,0,kgCO2/kWh,0.00079779,0,kgCH4/kWh
catenary,south_west,50%_reduction_2050,increase_maritime,2035,14806552174,kWh,0.3731,0,kgCO2/kWh,0.00089834,0,kgCH4/kWh
catenary,california,50%_reduction_2050,increase_maritime,2035,14122512958,kWh,0.3626,0,kgCO2/kWh,0.00064346,0,kgCH4/kWh
catenary,north_east,net_zero_2050,business_as_usual,2035,15954684428,kWh,0.4144,0,kgCO2/kWh,0.00069288,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,business_as_usual,2035,14062500322,kWh,0.3322,0,kgCO2/kWh,0.00083971,0,kgCH4/kWh
catenary,south_east,net_zero_2050,business_as_usual,2035,15145793474,kWh,0.3045,0,kgCO2/kWh,0.00088932,0,kgCH4/kWh
catenary,north_central,net_zero_2050,business_as_usual,2035,11837761853,kWh,0.3137,0,kgCO2/kWh,0.00091442,0,kgCH4/kWh
catenary,central,net_zero_2050,business_as_usual,2035,17017905019,kWh,0.299,0,kgCO2/kWh,0.00090273,0,kgCH4/kWh
catenary,texas,net_zero_2050,business_as_usual,2035,12483146933,kWh,0.3174,0,kgCO2/kWh,0.0008862,0,kgCH4/kWh
catenary,north_west,net_zero_2050,business_as_usual,2035,17270180136,kWh,0.344,0,kgCO2/kWh,0.00070343,0,kgCH4/kWh
catenary,south_west,net_zero_2050,business_as_usual,2035,15529833123,kWh,0.3546,0,kgCO2/kWh,0.0007322,0,kgCH4/kWh
catenary,california,net_zero_2050,business_as_usual,2035,12882964429,kWh,0.342,0,kgCO2/kWh,0.00094332,0,kgCH4/kWh
catenary,north_east,net_zero_2050,agricultual_production_shift,2035,12339366962,kWh,0.2968,0,kgCO2/kWh,0.0007512,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,agricultual_production_shift,2035,13672375796,kWh,0.3989,0,kgCO2/kWh,0.00070789,0,kgCH4/kWh
catenary,south_east,net_zero_2050,agricultual_production_shift,2035,11929742154,kWh,0.3333,0,kgCO2/kWh,0.00069184,0,kgCH4/kWh
catenary,north_central,net_zero_2050,agricultual_production_shift,2035,14910608615,kWh,0.3682,0,kgCO2/kWh,0.00072172,0,kgCH4/kWh
catenary,central,net_zero_2050,agricultual_production_shift,2035,12635500272,kWh,0.3172,0,kgCO2/kWh,0.00071243,0,kgCH4/kWh
catenary,texas,net_zero_2050,agricultual_production_shift,2035,12412407551,kWh,0.3627,0,kgCO2/kWh,0.00088305,0,kgCH4/kWh
catenary,north_west,net_zero_2050,agricultual_production_shift,2035,12293413058,kWh,0.3115,0,kgCO2/kWh,0.00075329,0,kgCH4/kWh
catenary,south_west,net_zero_2050,agricultual_production_shift,2035,12531310522,kWh,0.3308,0,kgCO2/kWh,0.00093363,0,kgCH4/kWh
catenary,california,net_zero_2050,agricultual_production_shift,2035,16562119943,kWh,0.4208,0,kgCO2/kWh,0.00089116,0,kgCH4/kWh
catenary,north_east,net_zero_2050,decrease_agricultual_production,2035,12088373175,kWh,0.3017,0,kgCO2/kWh,0.00083516,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,decrease_agricultual_production,2035,15790213961,kWh,0.4072,0,kgCO2/kWh,0.00064583,0,kgCH4/kWh
catenary,south_east,net_zero_2050,decrease_agricultual_production,2035,14240281627,kWh,0.4004,0,kgCO2/kWh,0.00068045,0,kgCH4/kWh
catenary,north_central,net_zero_2050,decrease_agricultual_production,2035,11704895137,kWh,0.3848,0,kgCO2/kWh,0.00070139,0,kgCH4/kWh
catenary,central,net_zero_2050,decrease_agricultual_production,2035,16099364093,kWh,0.383,0,kgCO2/kWh,0.0007999,0,kgCH4/kWh
catenary,texas,net_zero_2050,decrease_agricultual_production,2035,16092358415,kWh,0.4151,0,kgCO2/kWh,0.00072634,0,kgCH4/kWh
catenary,north_west,net_zero_2050,decrease_agricultual_production,2035,14644862645,kWh,0.3256,0,kgCO2/kWh,0.00072056,0,kgCH4/kWh
catenary,south_west,net_zero_2050,decrease_agricultual_production,2035,14135168884,kWh,0.3298,0,kgCO2/kWh,0.00086638,0,kgCH4/kWh
catenary,california,net_zero_2050,decrease_agricultual_production,2035,11904042340,kWh,0.4146,0,kgCO2/kWh,0.00064682,0,kgCH4/kWh
catenary,north_east,net_zero_2050,population_shift,2035,14325420099,kWh,0.2971,0,kgCO2/kWh,0.00082567,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,population_shift,2035,13723882196,kWh,0.3788,0,kgCO2/kWh,0.00078777,0,kgCH4/kWh
catenary,south_east,net_zero_2050,population_shift,2035,14717812459,kWh,0.4083,0,kgCO2/kWh,0.00094052,0,kgCH4/kWh
catenary,north_central,net_zero_2050,population_shift,2035,14801702706,kWh,0.4124,0,kgCO2/kWh,0.00075038,0,kgCH4/kWh
catenary,central,net_zero_2050,population_shift,2035,16184627711,kWh,0.3132,0,kgCO2/kWh,0.00080859,0,kgCH4/kWh
catenary,texas,net_zero_2050,population_shift,2035,12092474769,kWh,0.3416,0,kgCO2/kWh,0.00094157,0,kgCH4/kWh
catenary,north_west,net_zero_2050,population_shift,2035,11812318626,kWh,0.4085,0,kgCO2/kWh,0.00072875,0,kgCH4/kWh
catenary,south_west,net_zero_2050,population_shift,2035,16170693461,kWh,0.2999,0,kgCO2/kWh,0.00074596,0,kgCH4/kWh
catenary,california,net_zero_2050,population_shift,2035,16870146452,kWh,0.36,0,kgCO2/kWh,0.00079072,0,kgCH4/kWh
catenary,north_east,net_zero_2050,increase_maritime,2035,15691674650,kWh,0.3282,0,kgCO2/kWh,0.00074318,0,kgCH4/kWh
catenary,middle_atlantic,net_zero_2050,increase_maritime,2035,15069674328,kWh,0.3183,0,kgCO2/kWh,0.00070314,0,kgCH4/kWh
catenary,south_east,net_zero_2050,increase_maritime,2035,13986270403,kWh,0.4109,0,kgCO2/kWh,0.00082212,0,kgCH4/kWh
catenary,north_central,net_zero_2050,increase_maritime,2035,15037511596,kWh,0.3194,0,kgCO2/kWh,0.00075392,0,kgCH4/kWh
catenary,central,net_zero_2050,increase_maritime,2035,12109536533,kWh,0.2925,0,kgCO2/kWh,0.00066486,0,kgCH4/kWh
catenary,texas,net_zero_2050,increase_maritime,2035,11536247432,kWh,0.3188,0,kgCO2/kWh,0.0006463,0,kgCH4/kWh
catenary,north_west,net_zero_2050,increase_maritime,2035,14246895965,kWh,0.3786,0,kgCO2/kWh,0.00079257,0,kgCH4/kWh
catenary,south_west,net_zero_2050,increase_maritime,2035,16256249035,kWh,0.3112,0,kgCO2/kWh,0.00077326,0,kgCH4/kWh
catenary,california,net_zero_2050,increase_maritime,2035,13654599759,kWh,0.3916,0,kgCO2/kWh,0.00072322,0,kgCH4/kWh
diesel,north_east,business_as_usual,business_as_usual,2040,315674167,gallon,1.8,11.6977,kgCO2/gallon,0.01182735,0.000870296,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,business_as_usual,2040,429703550,gallon,1.666,9.6084,kgCO2/gallon,0.0143923,0.001034608,kgCH4/gallon
diesel,south_east,business_as_usual,business_as_usual,2040,384048607,gallon,1.398,8.9291,kgCO2/gallon,0.01521025,0.000952631,kgCH4/gallon
diesel,north_central,business_as_usual,business_as_usual,2040,325315927,gallon,1.338,8.3613,kgCO2/gallon,0.01153651,0.000816519,kgCH4/gallon
diesel,central,business_as_usual,business_as_usual,2040,347445725,gallon,1.902,10.0158,kgCO2/gallon,0.01479656,0.000799867,kgCH4/gallon
diesel,texas,business_as_usual,business_as_usual,2040,371348049,gallon,1.457,8.711,kgCO2/gallon,0.01401115,0.000787589,kgCH4/gallon
diesel,north_west,business_as_usual,business_as_usual,2040,416619887,gallon,1.807,10.7331,kgCO2/gallon,0.01422213,0.001035928,kgCH4/gallon
diesel,south_west,business_as_usual,business_as_usual,2040,448640251,gallon,1.587,11.1476,kgCO2/gallon,0.01418395,0.001019199,kgCH4/gallon
diesel,california,business_as_usual,business_as_usual,2040,378751314,gallon,1.535,11.4879,kgCO2/gallon,0.01132814,0.001032573,kgCH4/gallon
diesel,north_east,business_as_usual,agricultual_production_shift,2040,450774418,gallon,1.56,9.5386,kgCO2/gallon,0.01463632,0.000722742,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,agricultual_production_shift,2040,377992414,gallon,1.797,10.501,kgCO2/gallon,0.01209472,0.000706304,kgCH4/gallon
diesel,south_east,business_as_usual,agricultual_production_shift,2040,391711435,gallon,1.388,9.5978,kgCO2/gallon,0.01446344,0.000957582,kgCH4/gallon
diesel,north_central,business_as_usual,agricultual_production_shift,2040,377869848,gallon,1.348,11.8162,kgCO2/gallon,0.01600207,0.000805147,kgCH4/gallon
diesel,central,business_as_usual,agricultual_production_shift,2040,452087761,gallon,1.312,10.484,kgCO2/gallon,0.01222243,0.000913118,kgCH4/gallon
diesel,texas,business_as_usual,agricultual_production_shift,2040,338425464,gallon,1.798,10.1523,kgCO2/gallon,0.01383183,0.001009114,kgCH4/gallon
diesel,north_west,business_as_usual,agricultual_production_shift,2040,367567371,gallon,1.79,11.29,kgCO2/gallon,0.01426749,0.000769678,kgCH4/gallon
diesel,south_west,business_as_usual,agricultual_production_shift,2040,316074702,gallon,1.786,9.1091,kgCO2/gallon,0.01381507,0.000869599,kgCH4/gallon
diesel,california,business_as_usual,agricultual_production_shift,2040,455718382,gallon,1.668,11.7472,kgCO2/gallon,0.01344375,0.000895371,kgCH4/gallon
diesel,north_east,business_as_usual,decrease_agricultual_production,2040,369255612,gallon,1.575,8.3764,kgCO2/gallon,0.01328533,0.001020301,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2040,426657263,gallon,1.54,10.4119,kgCO2/gallon,0.01372813,0.000998363,kgCH4/gallon
diesel,south_east,business_as_usual,decrease_agricultual_production,2040,332228526,gallon,1.558,9.2297,kgCO2/gallon,0.0160751,0.000952794,kgCH4/gallon
diesel,north_central,business_as_usual,decrease_agricultual_production,2040,334945025,gallon,1.581,10.9453,kgCO2/gallon,0.01567924,0.000858978,kgCH4/gallon
diesel,central,business_as_usual,decrease_agricultual_production,2040,350666176,gallon,1.456,11.7287,kgCO2/gallon,0.01333981,0.000924751,kgCH4/gallon
diesel,texas,business_as_usual,decrease_agricultual_production,2040,352780351,gallon,1.657,10.9787,kgCO2/gallon,0.01246524,0.000931469,kgCH4/gallon
diesel,north_west,business_as_usual,decrease_agricultual_production,2040,343999600,gallon,1.539,8.4859,kgCO2/gallon,0.01499478,0.001050341,kgCH4/gallon
diesel,south_west,business_as_usual,decrease_agricultual_production,2040,393801200,gallon,1.827,11.719,kgCO2/gallon,0.0138452,0.000918515,kgCH4/gallon
diesel,california,business_as_usual,decrease_agricultual_production,2040,339273658,gallon,1.311,8.1328,kgCO2/gallon,0.01309146,0.000827432,kgCH4/gallon
diesel,north_east,business_as_usual,population_shift,2040,424458258,gallon,1.58,9.1156,kgCO2/gallon,0.0120143,0.000802393,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,population_shift,2040,402112825,gallon,1.415,11.8758,kgCO2/gallon,0.01231479,0.000709595,kgCH4/gallon
diesel,south_east,business_as_usual,population_shift,2040,442033523,gallon,1.81,10.7359,kgCO2/gallon,0.01251992,0.000843786,kgCH4/gallon
diesel,north_central,business_as_usual,population_shift,2040,351438057,gallon,1.391,8.3258,kgCO2/gallon,0.01683778,0.001036989,kgCH4/gallon
diesel,central,business_as_usual,population_shift,2040,385546259,gallon,1.445,8.7898,kgCO2/gallon,0.01660886,0.000746011,kgCH4/gallon
diesel,texas,business_as_usual,population_shift,2040,449087678,gallon,1.63,9.8203,kgCO2/gallon,0.01269935,0.001051723,kgCH4/gallon
diesel,north_west,business_as_usual,population_shift,2040,368733930,gallon,1.633,8.8533,kgCO2/gallon,0.0144995,0.000783374,kgCH4/gallon
diesel,south_west,business_as_usual,population_shift,2040,406027696,gallon,1.4,9.389,kgCO2/gallon,0.014092,0.001050828,kgCH4/gallon
diesel,california,business_as_usual,population_shift,2040,336406323,gallon,1.929,9.6317,kgCO2/gallon,0.01203741,0.001053897,kgCH4/gallon
diesel,north_east,business_as_usual,increase_maritime,2040,407280435,gallon,1.555,8.067,kgCO2/gallon,0.01382894,0.000810807,kgCH4/gallon
diesel,middle_atlantic,business_as_usual,increase_maritime,2040,451571199,gallon,1.805,11.7794,kgCO2/gallon,0.01543656,0.000888428,kgCH4/gallon
diesel,south_east,business_as_usual,increase_maritime,2040,409464871,gallon,1.521,9.6402,kgCO2/gallon,0.01660966,0.001021046,kgCH4/gallon
diesel,north_central,business_as_usual,increase_maritime,2040,339602884,gallon,1.406,9.1294,kgCO2/gallon,0.01482326,0.000916663,kgCH4/gallon
diesel,central,business_as_usual,increase_maritime,2040,388949067,gallon,1.718,8.8391,kgCO2/gallon,0.01296261,0.000870882,kgCH4/gallon
diesel,texas,business_as_usual,increase_maritime,2040,391734373,gallon,1.319,12.0289,kgCO2/gallon,0.0122631,0.000769248,kgCH4/gallon
diesel,north_west,business_as_usual,increase_maritime,2040,417083180,gallon,1.506,11.5124,kgCO2/gallon,0.01298604,0.000858833,kgCH4/gallon
diesel,south_west,business_as_usual,increase_maritime,2040,454349165,gallon,1.516,9.0207,kgCO2/gallon,0.01651576,0.00105032,kgCH4/gallon
diesel,california,business_as_usual,increase_maritime,2040,378847830,gallon,1.714,8.4173,kgCO2/gallon,0.01491785,0.00092227,kgCH4/gallon
diesel,north_east,50%_reduction_2050,business_as_usual,2040,411043642,gallon,1.404,9.047,kgCO2/gallon,0.01432113,0.0010446,kgCH4/gallon
diesel,middle_atlantic,50%_reduction_2050,business_as_usual,2040,377811590,gallon,1.672,11.0228,kgCO2/gallon,0.01279078,0.000958621,kgCH4/gallon
diesel,south_east,50%_reduction_2050,business_as_usual,2040,454284354,gallon,1.541,9.5261,kgCO2/gallon,0.01391885,0.000720991,kgCH4/gallon
diesel,north_central,50%_reduction_2050,business_as_usual,2040,332308787,gallon,1.875,9.5832,kgCO2/gallon,0.01296288,0.00089612,kgCH4/gallon
diesel,central,50%_reduction_2050,business_as_usual,2040,430553176,gallon,1.877,9.5288,kgCO2/gallon,0.01627472,0.000787123,kgCH4/gallon
diesel,texas,50%_reduction_2050,business_as_usual,2040,308736570,gallon,1.937,11.5936,kgCO2/gallon,0.01648496,0.000895016,kgCH4/gallon
diesel,north_west,50%_reduction_2050,business_as_usual,2040,432142822,gallon,1.506,9.0708,kgCO2/gallon,0.01652388,0.00087925,kgCH4/gallon
diesel,south_west,50%_reduction_2050,business_as_usual,2040,354369948,gallon,1.481,10.0327,kgCO2/gallon,0.01542894,0.000829744,kgCH4/gallon
diesel,california,50%_reduction_2050,business_as_usual,2040,387033566,gallon,1.803,11.5151,kgCO2/gallon,0.01433182,0.000812943,kgCH4/gallon
diesel,north_east,50%_reduction_2050,agricultual_production_shift,2040,413072615,gallon,1.956,8.258,kgCO2/gallon,0.01315236,0.000962393,kgCH4/gallon
diesel,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2040,443044792,gallon,1.377,8.0961,kgCO2/gallon,0.01643095,0.000713484,kgCH4/gallon
diesel,south_east,50%_reduction_2050,agricultual_production_shift,2040,320923537,gallon,1.47,8.2448,kgCO2/gallon,0.01595373,0.001029946,kgCH4/gallon
diesel,north_central,50%_reduction_2050,agricultual_production_shift,2040,420313268,gallon,1.76,10.0748,kgCO2/gallon,0.01623016,0.001009262,kgCH4/gallon
diesel,central,50%_reduction_2050,agricultual_production_shift,2040,305735224,gallon,1.806,9.1028,kgCO2/gallon,0.01432736,0.000746041,kgCH4/gallon
diesel,texas,50%_reduction_2050,agricultual_production_shift,2040,421414532,gallon,1.506,11.9844,kgCO2/gallon,0.01508234,0.00098591,kgCH4/gallon
diesel,north_west,50%_reduction_2050,agricultual_production_shift,2040,449216018,gallon,1.377,8.4644,kgCO2/gallon,0.01532371,0.000771669,kgCH4/gallon
diesel,south_west,50%_reduction_2050,agricultual_production_shift,2040,311159144,gallon,1.804,8.3847,kgCO2/gallon,0.01523103,0.000857086,kgCH4/gallon
diesel,california,50%_reduction_2050,agricultual_production_shift,2040,311995495,gallon,1.523,8.7879,kgCO2/gallon,0.01497884,0.00080195,kgCH4/gallon
diesel,north_east,50%_reduction_2050,decrease_agricultual_production,2040,337305760,gallon,1.326,12.0274,kgCO2/gallon,0.01151761,0.000960384,kgCH4/gallon
diesel,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2040,419880610,gallon,1.509,10.1589,kgCO2/gallon,0.01359454,0.000870069,kgCH4/gallon
diesel,south_east,50%_reduction_2050,decrease_agricultual_production,2040,450364593,gallon,1.957,8.5384,kgCO2/gallon,0.01395609,0.000712848,kgCH4/gallon
diesel,north_central,50%_reduction_2050,decrease_agricultual_production,2040,375606060,gallon,1.523,9.1277,kgCO2/gallon,0.0141502,0.000908846,kgCH4/gallon
diesel,central,50%_reduction_2050,decrease_agricultual_production,2040,415991199,gallon,1.323,8.4001,kgCO2/gallon,0.01551743,0.000995841,kgCH4/gallon
diesel,texas,50%_reduction_2050,decrease_agricultual_production,2040,374352710,gallon,1.492,9.0656,kgCO2/gallon,0.01141233,0.000869961,kgCH4/gallon
diesel,north_west,50%_reduction_2050,decrease_agricultual_production,2040,341997966,gallon,1.659,9.383,kgCO2/gallon,0.01654629,0.00080837,kgCH4/gallon
diesel,south_west,50%_reduction_2050,decrease_agricultual_production,2040,374191961,gallon,1.839,8.9598,kgCO2/gallon,0.01636452,0.000748078,kgCH4/gallon
diesel,california,50%_reduction_2050,decrease_agricultual_production,2040,370911582,gallon,1.744,8.7784,kgCO2/gallon,0.01475487,0.00075193,kgCH4/gallon
diesel,north_east,50%_reduction_2050,population_shift,2040,341582139,gallon,1.629,10.9158,kgCO2/gallon,0.01638273,0.000868753,kgCH4/gallon
diesel,middle_atlantic,50%_reduction_2050,population_shift,2040,336502145,gallon,1.528,11.9481,kgCO2/gallon,0.01286572,0.001024224,kgCH4/gallon
diesel,south_east,50%_reduction_2050,population_shift,2040,373404892,gallon,1.477,8.961,kgCO2/gallon,0.01154628,0.000747265,kgCH4/gallon
diesel,north_central,50%_reduction_2050,population_shift,2040,454858875,gallon,1.689,10.6634,kgCO2/gallon,0.0134528,0.000959115,kgCH4/gallon
diesel,central,50%_reduction_2050,population_shift,2040,309010419,gallon,1.561,10.0775,kgCO2/gallon,0.01226718,0.000938707,kgCH4/gallon
diesel,texas,50%_reduction_2050,population_shift,2040,436238957,gallon,1.661,9.2904,kgCO2/gallon,0.01328016,0.001053436,kgCH4/gallon
diesel,north_west,50%_reduction_2050,population_shift,2040,375057839,gallon,1.541,11.6243,kgCO2/gallon,0.01446174,0.000791097,kgCH4/gallon
diesel,south_west,50%_reduction_2050,population_shift,2040,408065946,gallon,1.838,10.7713,kgCO2/gallon,0.01277434,0.000917788,kgCH4/gallon
diesel,california,50%_reduction_2050,population_shift,2040,305907569,gallon,1.68,9.5185,kgCO2/gallon,0.01392119,0.001009864,kgCH4/gallon
diesel,north_east,50%_reduction_2050,increase_maritime,2040,306505464,gallon,1.868,10.6092,kgCO2/gallon,0.01204948,0.000726613,kgCH4/gallon
diesel,middle_atlantic,50%_reduction_2050,increase_maritime,2040,370471047,gallon,1.623,11.9885,kgCO2/gallon,0.01429491,0.000843743,kgCH4/gallon
diesel,south_east,50%_reduction_2050,increase_maritime,2040,387664805,gallon,1.582,9.2573,kgCO2/gallon,0.0156541,0.000824628,kgCH4/gallon
diesel,north_central,50%_reduction_2050,increase_maritime,2040,364044265,gallon,1.687,10.2795,kgCO2/gallon,0.01200927,0.000781378,kgCH4/gallon
diesel,central,50%_reduction_2050,increase_maritime,2040,433142911,gallon,1.824,11.8214,kgCO2/gallon,0.01334281,0.00075938,kgCH4/gallon
diesel,texas,50%_reduction_2050,increase_maritime,2040,397109968,gallon,1.688,8.4146,kgCO2/gallon,0.01232931,0.001022026,kgCH4/gallon
diesel,north_west,50%_reduction_2050,increase_maritime,2040,316330026,gallon,1.914,11.7415,kgCO2/gallon,0.01590463,0.000862792,kgCH4/gallon
diesel,south_west,50%_reduction_2050,increase_maritime,2040,383110730,gallon,1.598,11.3386,kgCO2/gallon,0.01658564,0.000796985,kgCH4/gallon
diesel,california,50%_reduction_2050,increase_maritime,2040,418287674,gallon,1.638,9.6381,kgCO2/gallon,0.01515011,0.000718321,kgCH4/gallon
diesel,north_east,net_zero_2050,business_as_usual,2040,335383965,gallon,1.431,11.28,kgCO2/gallon,0.0115413,0.000907859,kgCH4/gallon
diesel,middle_atlantic,net_zero_2050,business_as_usual,2040,423821728,gallon,1.65,9.4484,kgCO2/gallon,0.01528065,0.000833682,kgCH4/gallon
diesel,south_east,net_zero_2050,business_as_usual,2040,311589542,gallon,1.322,10.8882,kgCO2/gallon,0.01165151,0.000967194,kgCH4/gallon
diesel,north_central,net_zero_2050,business_as_usual,2040,383512084,gallon,1.749,8.0711,kgCO2/gallon,0.01550741,0.000890675,kgCH4/gallon
diesel,central,net_zero_2050,business_as_usual,2040,430103226,gallon,1.886,8.1755,kgCO2/gallon,0.01650079,0.000937782,kgCH4/gallon
diesel,texas,net_zero_2050,business_as_usual,2040,447093856,gallon,1.905,8.7372,kgCO2/gallon,0.01372459,0.000908541,kgCH4/gallon
diesel,north_west,net_zero_2050,business_as_usual,2040,346681189,gallon,1.554,10.881,kgCO2/gallon,0.01472256,0.000830292,kgCH4/gallon
diesel,south_west,net_zero_2050,business_as_usual,2040,364077956,gallon,1.82,9.257,kgCO2/gallon,0.01306814,0.000913044,kgCH4/gallon
diesel,california,net_zero_2050,business_as_usual,2040,416450588,gallon,1.64,10.001,kgCO2/gallon,0.01373768,0.000872706,kgCH4/gallon
diesel,north_east,net_zero_2050,agricultual_production_shift,2040,361894021,gallon,1.474,9.544,kgCO2/gallon,0.01665767,0.000915805,kgCH4/gallon
diesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2040,335190228,gallon,1.684,9.5154,kgCO2/gallon,0.01220304,0.000792391,kgCH4/gallon
diesel,south_east,net_zero_2050,agricultual_production_shift,2040,444146756,gallon,1.439,11.7822,kgCO2/gallon,0.01163217,0.000771545,kgCH4/gallon
diesel,north_central,net_zero_2050,agricultual_production_shift,2040,400200249,gallon,1.74,11.473,kgCO2/gallon,0.01329385,0.001026077,kgCH4/gallon
diesel,central,net_zero_2050,agricultual_production_shift,2040,352208432,gallon,1.931,11.5118,kgCO2/gallon,0.01219021,0.000763257,kgCH4/gallon
diesel,texas,net_zero_2050,agricultual_production_shift,2040,306897012,gallon,1.478,9.0518,kgCO2/gallon,0.01670881,0.000990376,kgCH4/gallon
diesel,north_west,net_zero_2050,agricultual_production_shift,2040,396385626,gallon,1.772,10.9095,kgCO2/gallon,0.01540823,0.000731013,kgCH4/gallon
diesel,south_west,net_zero_2050,agricultual_production_shift,2040,435794008,gallon,1.435,9.9772,kgCO2/gallon,0.01419019,0.00105404,kgCH4/gallon
diesel,california,net_zero_2050,agricultual_production_shift,2040,304577659,gallon,1.562,10.5718,kgCO2/gallon,0.01298294,0.000811302,kgCH4/gallon
diesel,north_east,net_zero_2050,decrease_agricultual_production,2040,453820374,gallon,1.698,10.7246,kgCO2/gallon,0.01584689,0.000761739,kgCH4/gallon
diesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2040,424424920,gallon,1.715,11.3431,kgCO2/gallon,0.01460285,0.000927913,kgCH4/gallon
diesel,south_east,net_zero_2050,decrease_agricultual_production,2040,316853508,gallon,1.772,10.9118,kgCO2/gallon,0.01557233,0.000842679,kgCH4/gallon
diesel,north_central,net_zero_2050,decrease_agricultual_production,2040,378381850,gallon,1.354,8.6683,kgCO2/gallon,0.01624876,0.000867308,kgCH4/gallon
diesel,central,net_zero_2050,decrease_agricultual_production,2040,407577434,gallon,1.863,9.1573,kgCO2/gallon,0.01535831,0.000802332,kgCH4/gallon
diesel,texas,net_zero_2050,decrease_agricultual_production,2040,317553545,gallon,1.527,11.2132,kgCO2/gallon,0.0132384,0.000861964,kgCH4/gallon
diesel,north_west,net_zero_2050,decrease_agricultual_production,2040,331241302,gallon,1.675,8.8754,kgCO2/gallon,0.01193597,0.000711206,kgCH4/gallon
diesel,south_west,net_zero_2050,decrease_agricultual_production,2040,409186144,gallon,1.41,11.7481,kgCO2/gallon,0.01565111,0.000974237,kgCH4/gallon
diesel,california,net_zero_2050,decrease_agricultual_production,2040,394683472,gallon,1.421,8.6929,kgCO2/gallon,0.01388758,0.000967619,kgCH4/gallon
diesel,north_east,net_zero_2050,population_shift,2040,383834721,gallon,1.899,11.844,kgCO2/gallon,0.0138119,0.00092164,kgCH4/gallon
